id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,Ind,sigma_m,discount.1,model,precision,timeout,mean_G
38737acb0e,4.36,1902.6,10063.1,0.00558837,  Preset timeout reached,101,101,101,0.99,2017-10-18 08:43:16,34,0.1,0.99,logistic,1e-18,10000,0.00697866284338034
39737acb0e,4.48,2132.06,10047.4,0.0171645,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:19:40,35,0.1,0.99,logistic,1e-18,10000,0.0088095718437981
3e737acb0e,4.9,7223.85,10009.3,0.562783,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:29:09,40,0.1,0.99,logistic,1e-18,10000,0.0711124194895736
3b737acb0e,4.73,3936.38,10144.1,0.0585185,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:31:49,37,0.1,0.99,logistic,1e-18,10000,0.0289607203900431
3d181651f6,4.91,4224.21,10145,0.106105,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:58:23,47,0.1,0.99,logistic,1e-18,10000,0.0347686381017099
37737acb0e,4.64,3740.66,10157.3,0.0913163,  Preset timeout reached,101,101,101,0.99,2017-10-18 10:08:38,33,0.1,0.99,logistic,1e-18,10000,0.0277827716851807
3c737acb0e,4.94,8819.74,10009.3,39.185,  Preset timeout reached,101,101,101,0.99,2017-10-18 10:20:26,38,0.1,0.99,logistic,1e-18,10000,0.2
3a737acb0e,5.22,5854.03,10317.3,0.376076,  Preset timeout reached,101,101,101,0.99,2017-10-18 11:39:31,36,0.1,0.99,logistic,1e-18,10000,0.0551401389622716
38181651f6,5.01,12997.01,12997.2,3642.12,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:29:04,42,0.1,0.99,logistic,1e-18,10000,0.2
3b181651f6,5.05,10588.75,10588.9,0.21246,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:37:52,45,0.1,0.99,logistic,1e-18,10000,0.129361982028007
39181651f6,5.01,12002.41,12002.6,2358.73,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:48:49,43,0.1,0.99,logistic,1e-18,10000,0.2
37181651f6,4.42,2240.24,10147.7,0.0193451,  Preset timeout reached,101,101,101,0.99,2017-10-18 13:05:03,41,0.1,0.99,logistic,1e-18,10000,0.00807774066240035
3c181651f6,5.01,6602.24,10051.3,0.409288,  Preset timeout reached,101,101,101,0.99,2017-10-18 13:17:19,46,0.1,0.99,logistic,1e-18,10000,0.0561112741129806
3e181651f6,5.1,14260.71,14260.9,2987.04,  Preset timeout reached,101,101,101,0.99,2017-10-18 13:35:52,48,0.1,0.99,logistic,1e-18,10000,0.183761102139076
3d290b2316,5.13,13681.45,13681.7,109.477,  Preset timeout reached,101,101,101,0.99,2017-10-18 13:55:40,55,0.1,0.99,logistic,1e-18,10000,0.186243488379133
3a181651f6,4.89,7822.74,10068.5,1.14339,  Preset timeout reached,101,101,101,0.99,2017-10-18 14:36:34,44,0.1,0.99,logistic,1e-18,10000,0.0790448591108847
38290b2316,4.61,3166.16,10117.2,0.0537367,  Preset timeout reached,101,101,101,0.99,2017-10-18 15:26:26,50,0.1,0.99,logistic,1e-18,10000,0.0231707942567196
39290b2316,4.77,5297.28,10019.4,0.189906,  Preset timeout reached,101,101,101,0.99,2017-10-18 15:45:16,51,0.1,0.99,logistic,1e-18,10000,0.0364699605087573
37290b2316,4.87,7726.09,10057.3,0.796827,  Preset timeout reached,101,101,101,0.99,2017-10-18 16:02:05,49,0.1,0.99,logistic,1e-18,10000,0.0748821398176374
3b290b2316,4.94,12650.33,12650.5,3252.53,  Preset timeout reached,101,101,101,0.99,2017-10-18 16:17:30,53,0.1,0.99,logistic,1e-18,10000,0.2
3c290b2316,4.9,12212.09,12212.4,1720.37,  Preset timeout reached,101,101,101,0.99,2017-10-18 16:49:24,54,0.1,0.99,logistic,1e-18,10000,0.169351088766788
3e290b2316,5.16,12776.77,12777.2,1145.74,  Preset timeout reached,101,101,101,0.99,2017-10-18 17:17:52,56,0.1,0.99,logistic,1e-18,10000,0.2
3d540f5974,5.03,12095.13,12095.4,623.755,  Preset timeout reached,101,101,101,0.99,2017-10-18 17:26:02,63,0.1,0.99,logistic,1e-18,10000,0.142726766399136
38540f5974,4.85,8238.38,10010.7,2.06789,  Preset timeout reached,101,101,101,0.99,2017-10-18 18:22:41,58,0.1,0.99,logistic,1e-18,10000,0.0900094808250574
3a290b2316,4.95,14313.85,14314.1,3693.43,  Preset timeout reached,101,101,101,0.99,2017-10-18 18:43:43,52,0.1,0.99,logistic,1e-18,10000,0.2
3b540f5974,4.82,4709.46,10019.3,2.73404,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:12:47,61,0.1,0.99,logistic,1e-18,10000,0.18221130384587
39540f5974,4.95,12664.6,12664.8,3611.84,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:25:04,59,0.1,0.99,logistic,1e-18,10000,0.2
3c540f5974,4.97,4384.69,10003.4,2.14036,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:44:23,62,0.1,0.99,logistic,1e-18,10000,0.2
37540f5974,4.97,13489.39,13489.8,48.3884,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:56:01,57,0.1,0.99,logistic,1e-18,10000,0.159358723384016
3e540f5974,4.6,4270.26,10143.5,0.0541384,  Preset timeout reached,101,101,101,0.99,2017-10-18 20:15:52,64,0.1,0.99,logistic,1e-18,10000,0.0318494332623312
3d2d022d74,4.81,6890.48,10045.3,0.515525,  Preset timeout reached,101,101,101,0.99,2017-10-18 20:22:40,71,0.1,0.99,logistic,1e-18,10000,0.0639586526092578
382d022d74,4.78,5175.67,10138,0.212021,  Preset timeout reached,101,101,101,0.99,2017-10-18 21:21:00,66,0.1,0.99,logistic,1e-18,10000,0.0430449439108473
3a540f5974,5.4,5605.59,10020.4,2.71004,  Preset timeout reached,101,101,101,0.99,2017-10-18 21:39:12,60,0.1,0.99,logistic,1e-18,10000,0.2
3b2d022d74,4.76,4886.57,10271.1,0.0787679,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:13:05,69,0.1,0.99,logistic,1e-18,10000,0.0333294058462413
392d022d74,4.62,3149.89,10055,0.0352294,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:20:57,67,0.1,0.99,logistic,1e-18,10000,0.0190003719640533
3c2d022d74,4.42,2095.22,10031.2,0.0141459,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:38:56,70,0.1,0.99,logistic,1e-18,10000,0.00967865191198979
372d022d74,4.71,3792.55,10088.7,0.0638998,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:53:16,65,0.1,0.99,logistic,1e-18,10000,0.0280323646392955
3e2d022d74,4.8,4511.11,10062.2,0.173279,  Preset timeout reached,101,101,101,0.99,2017-10-18 23:12:57,72,0.1,0.99,logistic,1e-18,10000,0.0368580742566925
3d6ab547af,4.92,6631.63,10040.8,0.379652,  Preset timeout reached,101,101,101,0.99,2017-10-18 23:19:28,79,0.1,0.99,logistic,1e-18,10000,0.0557718096562125
386ab547af,4.63,3049.91,10022.5,0.0657227,  Preset timeout reached,101,101,101,0.99,2017-10-19 00:16:50,74,0.1,0.99,logistic,1e-18,10000,0.0207950029595403
3a2d022d74,4.88,6900.45,10039.2,0.394941,  Preset timeout reached,101,101,101,0.99,2017-10-19 00:36:14,68,0.1,0.99,logistic,1e-18,10000,0.0657621805052742
3b6ab547af,4.63,3989.28,10098.5,0.00716836,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:10:29,77,0.1,0.99,logistic,1e-18,10000,0.0294521536947047
396ab547af,5.17,9250.23,10047.2,1.20515,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:18:05,75,0.1,0.99,logistic,1e-18,10000,0.0839025906007627
376ab547af,4.78,4098.17,10125.2,0.0988269,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:51:26,73,0.1,0.99,logistic,1e-18,10000,0.0318550883050864
3c6ab547af,4.98,11417.53,11417.7,13.4942,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:58:41,78,0.1,0.99,logistic,1e-18,10000,0.129584494223104
3e6ab547af,4.76,4772.96,10028.7,0.133742,  Preset timeout reached,101,101,101,0.99,2017-10-19 02:09:34,80,0.1,0.99,logistic,1e-18,10000,0.0397294633599063
3848db649,5.05,9572.12,10007.1,2.65561,  Preset timeout reached,101,101,101,0.99,2017-10-19 03:13:02,82,0.1,0.99,logistic,1e-18,10000,0.0983233201772222
3e48db649,5.06,3390.21,4095.62,-7.71558e-05,  target precision reached,101,101,101,0.99,2017-10-19 03:27:00,88,0.1,0.99,logistic,1e-18,10000,0.2
3a6ab547af,4.89,5375.61,10057.6,0.234075,  Preset timeout reached,101,101,101,0.99,2017-10-19 03:33:26,76,0.1,0.99,logistic,1e-18,10000,0.0472852763781012
3d48db649,5,15496.16,15496.3,3202.83,  Preset timeout reached,101,101,101,0.99,2017-10-19 03:46:37,87,0.1,0.99,logistic,1e-18,10000,0.2
3b48db649,5.1,4807.72,10012.6,3.04754,  Preset timeout reached,101,101,101,0.99,2017-10-19 04:05:49,85,0.1,0.99,logistic,1e-18,10000,0.2
3948db649,4.82,4733.73,10021.6,3.12508,  Preset timeout reached,101,101,101,0.99,2017-10-19 04:13:24,83,0.1,0.99,logistic,1e-18,10000,0.2
382a5d3a62,5.24,4023.94,4126.95,-0.00124932,  target precision reached,101,101,101,0.99,2017-10-19 04:31:16,90,0.1,0.99,logistic,1e-18,10000,0.197993083505109
3748db649,5.04,12160.79,12160.9,7.05254,  Preset timeout reached,101,101,101,0.99,2017-10-19 05:23:31,81,0.1,0.99,logistic,1e-18,10000,0.12919094962115
3c48db649,4.92,12753.83,12754,3354.54,  Preset timeout reached,101,101,101,0.99,2017-10-19 05:39:54,86,0.1,0.99,logistic,1e-18,10000,0.2
3e2a5d3a62,5.1,10848.97,10849.3,11.0101,  Preset timeout reached,101,101,101,0.99,2017-10-19 06:37:26,96,0.1,0.99,logistic,1e-18,10000,0.112408680816132
3d2a5d3a62,4.96,5264.5,10120.3,0.342097,  Preset timeout reached,101,101,101,0.99,2017-10-19 06:44:33,95,0.1,0.99,logistic,1e-18,10000,0.047664209070455
3a48db649,5.1,11962.09,11962.4,2302.46,  Preset timeout reached,101,101,101,0.99,2017-10-19 07:01:33,84,0.1,0.99,logistic,1e-18,10000,0.2
3b2a5d3a62,4.94,8513.89,10118,1.53317,  Preset timeout reached,101,101,101,0.99,2017-10-19 07:03:45,93,0.1,0.99,logistic,1e-18,10000,0.0851018605375696
392a5d3a62,4.79,11576.44,11576.9,9.14373,  Preset timeout reached,101,101,101,0.99,2017-10-19 07:35:25,91,0.1,0.99,logistic,1e-18,10000,0.15002909118825
3a2a5d3a62,4.94,3781.16,4147.45,-0.000849213,  target precision reached,101,101,101,0.99,2017-10-19 08:19:59,92,0.1,0.99,logistic,1e-18,10000,0.181609488077851
372a5d3a62,5.12,6126.05,10254.8,0.0803335,  Preset timeout reached,101,101,101,0.99,2017-10-19 08:23:45,89,0.1,0.99,logistic,1e-18,10000,0.2
3c2a5d3a62,4.7,4537.63,10021.1,0.203894,  Preset timeout reached,101,101,101,0.99,2017-10-19 08:36:06,94,0.1,0.99,logistic,1e-18,10000,0.0364407655896164
387d42afc7,5.02,14686.44,14686.7,3789.02,  Preset timeout reached,101,101,101,0.99,2017-10-19 08:44:40,98,0.1,0.99,logistic,1e-18,10000,0.2
3e7d42afc7,4.89,5537.96,10246.4,0.357585,  Preset timeout reached,101,101,101,0.99,2017-10-19 09:37:40,104,0.1,0.99,logistic,1e-18,10000,0.0538387358827744
3d7d42afc7,4.65,3103.54,10219.2,0.0447339,  Preset timeout reached,101,101,101,0.99,2017-10-19 09:43:12,103,0.1,0.99,logistic,1e-18,10000,0.0196813549219063
3b7d42afc7,4.97,8124.91,10075,1.38502,  Preset timeout reached,101,101,101,0.99,2017-10-19 10:01:05,101,0.1,0.99,logistic,1e-18,10000,0.0774705142379299
397d42afc7,4.93,3692.89,10064.3,1.79719,  Preset timeout reached,101,101,101,0.99,2017-10-19 10:31:36,99,0.1,0.99,logistic,1e-18,10000,0.2
377d42afc7,5.04,8656.49,10007.6,8.02175,  Preset timeout reached,101,101,101,0.99,2017-10-19 11:19:28,97,0.1,0.99,logistic,1e-18,10000,0.2
3c7d42afc7,4.98,5624.82,10131.3,0.36868,  Preset timeout reached,101,101,101,0.99,2017-10-19 11:34:17,102,0.1,0.99,logistic,1e-18,10000,0.0514385837542873
386bcb460d,4.6,2906.59,10159.9,0.0315271,  Preset timeout reached,101,101,101,0.99,2017-10-19 11:42:22,106,0.1,0.99,logistic,1e-18,10000,0.0194995419849207
3a7d42afc7,5.05,14116.1,14116.4,3277.98,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:24:18,100,0.1,0.99,logistic,1e-18,10000,0.2
3e6bcb460d,4.75,3597.45,10059.5,0.0308978,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:34:17,112,0.1,0.99,logistic,1e-18,10000,0.0232466369102238
3d6bcb460d,4.61,2939.71,10041.8,0.031602,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:38:49,111,0.1,0.99,logistic,1e-18,10000,0.0183242859650097
3b6bcb460d,4.25,2707.81,10003.4,0.0259337,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:55:50,109,0.1,0.99,logistic,1e-18,10000,0.0167790524213435
396bcb460d,4.98,5894.13,10270.8,0.369504,  Preset timeout reached,101,101,101,0.99,2017-10-19 13:32:16,107,0.1,0.99,logistic,1e-18,10000,0.0545907832168379
376bcb460d,4.93,4759.06,10011.4,0.099825,  Preset timeout reached,101,101,101,0.99,2017-10-19 14:16:13,105,0.1,0.99,logistic,1e-18,10000,0.039975548392114
3b5c20cedf,4.82,5026.39,5191.45,-4.39641e-07,  target precision reached,101,101,101,0.99,2017-10-19 14:31:50,117,0.1,0.99,logistic,1e-18,10000,0.0517673656030837
3c6bcb460d,4.84,4297.62,10195.5,0.104027,  Preset timeout reached,101,101,101,0.99,2017-10-19 14:33:43,110,0.1,0.99,logistic,1e-18,10000,0.0362733408349935
3a6bcb460d,4.67,2999.82,10013.6,0.0152333,  Preset timeout reached,101,101,101,0.99,2017-10-19 15:19:44,108,0.1,0.99,logistic,1e-18,10000,0.0190515077500677
3d5c20cedf,4.54,2249.15,10043.7,0.0158357,  Preset timeout reached,101,101,101,0.99,2017-10-19 15:33:55,119,0.1,0.99,logistic,1e-18,10000,0.0118810970702963
3e5c20cedf,5.21,10442.11,10442.2,12.6352,  Preset timeout reached,101,101,101,0.99,2017-10-19 15:37:58,120,0.1,0.99,logistic,1e-18,10000,0.109715018357878
385c20cedf,5.21,15612.47,15612.6,3782.54,  Preset timeout reached,101,101,101,0.99,2017-10-19 16:11:45,114,0.1,0.99,logistic,1e-18,10000,0.2
375c20cedf,4.39,2218.24,10083.9,0.00692669,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:11:59,113,0.1,0.99,logistic,1e-18,10000,0.0100366357996441
3c5c20cedf,4.24,2164.28,10025.2,0.0122887,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:28:29,118,0.1,0.99,logistic,1e-18,10000,0.0108197414999778
3b1c3de078,4.61,3442.66,10090.3,0.0551201,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:28:53,125,0.1,0.99,logistic,1e-18,10000,0.0229972663862884
395c20cedf,5.21,14904.46,14904.6,3665.46,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:49:43,115,0.1,0.99,logistic,1e-18,10000,0.2
3d1c3de078,4.93,10065.33,10065.4,18.0342,  Preset timeout reached,101,101,101,0.99,2017-10-19 18:30:58,127,0.1,0.99,logistic,1e-18,10000,0.113227314735013
3e1c3de078,5.15,10828.11,10828.2,14.7187,  Preset timeout reached,101,101,101,0.99,2017-10-19 18:47:50,128,0.1,0.99,logistic,1e-18,10000,0.123941309112456
381c3de078,4.67,3507.84,10066.8,0.0557747,  Preset timeout reached,101,101,101,0.99,2017-10-19 19:08:21,122,0.1,0.99,logistic,1e-18,10000,0.0229305132421022
3a5c20cedf,5.1,13258.78,13258.9,2161.32,  Preset timeout reached,101,101,101,0.99,2017-10-19 19:09:52,116,0.1,0.99,logistic,1e-18,10000,0.168006392082744
3c1c3de078,4.59,2978.43,10055.6,0.0363286,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:24:24,126,0.1,0.99,logistic,1e-18,10000,0.0184776741634159
371c3de078,5.15,10990.3,10990.5,1.841,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:24:43,121,0.1,0.99,logistic,1e-18,10000,0.153728927731466
3b7d6f6c9c,4.86,9455.43,10008.5,3.13614,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:24:51,133,0.1,0.99,logistic,1e-18,10000,0.103578150786539
391c3de078,4.3,2893.05,10067.7,0.0416343,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:45:42,123,0.1,0.99,logistic,1e-18,10000,0.0173954740051342
3e7d6f6c9c,4.73,4554.88,10021.3,0.209903,  Preset timeout reached,101,101,101,0.99,2017-10-19 21:44:22,136,0.1,0.99,logistic,1e-18,10000,0.0374323250568425
387d6f6c9c,4.88,6802.81,10024.1,0.68987,  Preset timeout reached,101,101,101,0.99,2017-10-19 22:04:57,130,0.1,0.99,logistic,1e-18,10000,0.0633651618713244
3a1c3de078,4.62,3937.89,10044,0.0663857,  Preset timeout reached,101,101,101,0.99,2017-10-19 22:06:19,124,0.1,0.99,logistic,1e-18,10000,0.0284139319981644
3d7d6f6c9c,5.05,14601.82,14602,3094.71,  Preset timeout reached,101,101,101,0.99,2017-10-19 22:43:25,135,0.1,0.99,logistic,1e-18,10000,0.183575733829249
3c7d6f6c9c,5.05,9952.18,10007.1,0.176433,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:20:47,134,0.1,0.99,logistic,1e-18,10000,0.125145320346654
3b56b16b36,4.72,4557.58,10080.8,0.136748,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:22:34,141,0.1,0.99,logistic,1e-18,10000,0.0372113933652323
377d6f6c9c,4.71,3798.84,10161.8,0.0953202,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:23:38,129,0.1,0.99,logistic,1e-18,10000,0.0290400039946697
397d6f6c9c,4.79,4640.07,10145.1,0.0924313,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:44:10,131,0.1,0.99,logistic,1e-18,10000,0.0357878036216221
3e56b16b36,4.78,3018.05,10042,1.32815,  Preset timeout reached,101,101,101,0.99,2017-10-20 00:40:11,144,0.1,0.99,logistic,1e-18,10000,0.2
3856b16b36,4.88,5745.91,10026.4,0.355901,  Preset timeout reached,101,101,101,0.99,2017-10-20 01:01:50,138,0.1,0.99,logistic,1e-18,10000,0.0469889414166221
3a7d6f6c9c,5.14,11598.68,11598.9,10.5646,  Preset timeout reached,101,101,101,0.99,2017-10-20 01:29:09,132,0.1,0.99,logistic,1e-18,10000,0.124852827097347
3d56b16b36,4.92,7886.51,10092.7,1.75399,  Preset timeout reached,101,101,101,0.99,2017-10-20 01:40:56,143,0.1,0.99,logistic,1e-18,10000,0.084303287552042
3c56b16b36,4.79,6279.05,10189.8,0.410443,  Preset timeout reached,101,101,101,0.99,2017-10-20 02:20:23,142,0.1,0.99,logistic,1e-18,10000,0.0525354949703075
3b743e6be7,4.95,7886.28,10151.4,1.739,  Preset timeout reached,101,101,101,0.99,2017-10-20 02:21:22,149,0.1,0.99,logistic,1e-18,10000,0.0783577889295108
3956b16b36,5.18,10275.92,10276.1,5.9312,  Preset timeout reached,101,101,101,0.99,2017-10-20 02:44:36,139,0.1,0.99,logistic,1e-18,10000,0.102437828426303
3756b16b36,4.97,12612.09,12612.3,3250.09,  Preset timeout reached,101,101,101,0.99,2017-10-20 03:02:55,137,0.1,0.99,logistic,1e-18,10000,0.17077945839221
3e743e6be7,4.99,3798.89,10579,0.0312664,  Preset timeout reached,101,101,101,0.99,2017-10-20 03:45:47,152,0.1,0.99,logistic,1e-18,10000,0.2
38743e6be7,4.8,5122.97,10081.8,0.167282,  Preset timeout reached,101,101,101,0.99,2017-10-20 03:59:10,146,0.1,0.99,logistic,1e-18,10000,0.0442415139682144
3a56b16b36,4.87,5857.79,10164.2,0.407393,  Preset timeout reached,101,101,101,0.99,2017-10-20 04:28:07,140,0.1,0.99,logistic,1e-18,10000,0.053708774834512
3e9569448,4.67,2059.33,2070.64,-0.0004153,  target precision reached,101,101,101,0.99,2017-10-20 04:29:17,160,0.1,0.99,logistic,1e-18,10000,0.030798221200295
3d743e6be7,4.98,10746.5,10746.7,13.3463,  Preset timeout reached,101,101,101,0.99,2017-10-20 04:49:20,151,0.1,0.99,logistic,1e-18,10000,0.117226808895172
3b9569448,4.85,8705.92,10020.9,1.63715,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:17:54,157,0.1,0.99,logistic,1e-18,10000,0.0834819756532642
39743e6be7,4.88,7217,10030.4,1.23352,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:41:12,147,0.1,0.99,logistic,1e-18,10000,0.0768652886929724
3c743e6be7,5,11950.11,11950.3,2138.46,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:48:14,150,0.1,0.99,logistic,1e-18,10000,0.154484396179493
37743e6be7,4.71,6952.29,10122.6,1.82341,  Preset timeout reached,101,101,101,0.99,2017-10-20 06:00:30,145,0.1,0.99,logistic,1e-18,10000,0.0728743430474696
389569448,4.5,4533.76,10027.4,0.10313,  Preset timeout reached,101,101,101,0.99,2017-10-20 06:55:46,154,0.1,0.99,logistic,1e-18,10000,0.0396775369467585
